departement;nom;adresse_1;adresse2;adresse3;code_postal;ville;email;telephone;fax;web;wgs84
75;Théâtre national de la Colline;15, rue Malte Brun;;;75020;Paris 20;;01 44 62 52 00;01 44 62 52 90;http://www.colline.fr;48.8646159,2.3975585
77;Le Potomak;Centre culturel La Fontaine;Place Moutier;;77170;Brie-Comte-Robert;lristerucci@briecomterobert.fr;01 64 05 03 53;01 64 05 32 12;http://www.centre-culturel-brie.com;48.68999909999999,2.6112793
91;Théâtre de l'Agora, scène nationale d'Evry et de l'Essonne;Place de l'Agora;;;91000;Évry;administration@theatreagora.com;01 60 91 65 60;;http://www.theatreagora.com;48.628059,2.4291649
91;Médiathèque municipale d'Epinay-sur-Orge;65 Grande rue;;;91360;Epinay-sur-Orge;bmepinaysurorge@wanadoo.fr;01 69 09 82 32;;http://www.bibliotheque-epinaysurorge.fr;48.6775089,2.3197877
92;Conservatoire de musique et de danse de Saint-Cloud;30 Ter Boulevard République;;;92210;Saint-Cloud;administration@conservatoiresaintcloud.com;01 47 71 08 74;01 47 71 91 71;;48.8443154,2.2086749
93;Ecole de musique du Pré;3 place Anatole-France;;;93310;Le Pré-Saint-Gervais;info@ecoledemusiquedupre.com;01 49 42 73 57;;http://www.ecoledemusiquedupre.com;48.8835191,2.4027102
94;Studio-Théâtre de Vitry;18 avenue de l'Insurrection;;;94400;Vitry-sur-Seine;studio.theatre.vitry@wanadoo.fr;01 46 81 75 50;01 46 81 75 94;http://www.studiotheatre.fr/index.html;48.798136,2.4019871999999998
95;Théâtre Pierre Fresnay;3, rue Saint-Flaive Prolongée;;;95120;Ermont;ermont-sur-scenes@ville-ermont.fr;01 34 44 03 80;01 34 44 03 89;;48.9910771,2.2607396
95;Médiathèque intercommunale Maurice Genevoix d'Eaubonne;Place du 11 novembre;;;95600;Eaubonne;mediatheque.eaubonne@val-et-foret.fr;;;http://mediatheques.valetforet.org/;48.9852391,2.3175874
92;Le Caf’Muz;31 rue Jules Michelet;;;92700;Colombes;service-jeunesse@mairie-colombes.fr;01 46 49 05 54;;;48.9320506,2.2688796
75;Théâtre de l'Épée de Bois;La Cartoucherie;Route du Champ de Manœuvre;;75012;Paris 12;programmation@epeedebois.com;01 48 08 18 75;;http://www.epeedebois.com/;48.836581,2.449467
75;Théâtre 13 / Seine;30 rue du Chevaleret;;;75013;Paris 13;;01 45 88 16 30.;;;48.8276798,2.3771732
75;Le Théâtre du Jardin;Jardin d'Acclimatation;Bois de Boulogne;;75016;Paris 16;contact@theatredujardin.fr;01 40 67 97 67;01 40 67 78 21;http://www.theatredujardin.fr;48.877671,2.269717
75;Le Caveau des artistes;79, rue des Martyrs;;;75018;Paris 18;lecaveaudesartistes@noos.fr;01 42 54 90 43;01 42 54 90 34;;48.882887,2.339594
78;Médiathèque Blaise-Cendrars à Montigny-le-Bretonneux;34 avenue du Maréchal Foch;;;78700;Conflans-Sainte-Honorine;;01 39 72 72 12;01 39 72 23 85;http://www.conflans-sainte-honorine.fr/;48.9986901,2.0986401
91;Centre Culturel et Artistique Michel Spiral;5-7 rue des Archers;;;91310;Montlhéry;centreculturel@ville-montlhery.fr;01 64 49 62 00;;;48.6396396,2.2759733
91;MJC Jacques Tati à Orsay;Maison des Associations;7 Avenue Foch;;91400;Orsay;info@mjctati.org;01 69 28 83 16;01 69 28 70 33;http://www.mjctati.org/;48.7000219,2.1881654
91;Salle des fêtes de Savigny-sur-Orge;48 avenue Charles de Gaulle;;;91600;Savigny-sur-Orge;;;;;48.6791332,2.3459135
92;L'espace multimédia de la bibliothèque Landowski;28 avenue André Morizet;;;92100;Boulogne-Billancourt;pole.multimedia@mairie-boulogne-billancourt.fr;;;;48.8358815,2.2394612
93;La Chaufferie;Quartier Delaunay-Belleville;10 bis, rue Maurice Thorez;;93200;Saint-Denis;;01 48 13 05 06;;http://www.cie-dca.com;48.942354,2.347629
93;La Dynamo;9 rue Gabrielle Josserand;;;93500;Pantin;;01 49 22 10 13;;http://www.banlieuesbleues.org;48.90341369999999,2.3939123
94;Maison pour tous Henri Rouart;Angle Route de Villers-Avenue de Bretagne;;;94510;La Queue-en-Brie;serviceculture@laqueueenbrie.fr;01 49 62 30 46;;http://www.laqueuenbrie.fr;48.7913011,2.5839369
95;Cinéma Royal Utopia;14 rue Alexandre Prachay;;;95300;Pontoise;;;;http://www.cinemas-utopia.org;49.0492963,2.0991592
95;Maison Consulaire;2 rue Émile Bonnet;;;95320;Saint-Leu-la-Forêt;culture@saint-leu-la-foret.fr;01 30 40 22 88;;;49.0188902,2.2441303
75;Palais des Congrès;2, place de la Porte Maillot;;;75017;Paris 17;commercial@palaisdescongres-paris.com;01 40 68 22 22;;http://www.palaisdescongres-paris.com;48.878988,2.2820839
77;Les 18 Marches;Ferme de Lugny;rue de Lugny;;77550;Moissy-Cramayel;18marches@ville-moissycramayel.fr;01 64 88 86 05;;http://www.myspace.com/18marches;48.6215818,2.5866229
75;Auditorium du Louvre;Musée du Louvre;;;75001;Paris 01;auditorium@louvre.fr;01 40 20 55 55;;http://www.louvre.fr;48.86101,2.3358803999999997
75;Centre culturel arabe syrien;12 avenue de Tourville;;;75007;Paris 07;centreculturelsyrien@wanadoo.fr;01 47 05 30 11;01 47 05 23 11;http://www.centreculturelsyrien.info;48.8542435,2.3080558
78;Le Chaplin - Espace Culture Multimédia (ECM);Place Pierre Mendès France;;;78200;Mantes-la-Jolie;;01 30 63 78 00;01 30 63 78 09;http://www.lechaplin.com;48.96932899999999,1.686251
78;Médiathèque Guillaume Apollinaire à Chatou;85 boulevard de la République;;;78400;Chatou;;01 30 09 68 60;;http://www.mediatheque-chatou.com/;48.89759300000001,2.1533569
78;Bibliothèque municipale de Rochefort-en-Yvelines;2 chemin sous la Ville;;;78730;Rochefort-en-Yvelines;bib.rochefort@wanadoo.fr;01 30 88 40 62;;http://www.mairie-rochefortenyvelines.fr/;48.5878923,1.9884422
75;Instituto cultural de Mexico;119 rue Vieille-du-Temple;;;75003;Paris 03;idemex@wanadoo.fr;01 44 61 84 44;01 44 61 84 45;http://www.mexiqueculture.org;48.8609945,2.3625348
75;Théâtre Comédia;4, boulevard de Strasbourg;;;75010;Paris 10;evelyne@soumere.com;01 42 38 34 60;01 44 52 91 95;http://www.theatrecomedia.com;48.869892,2.3545707
75;Studio Le Regard du Cygne;210, rue de Belleville;;;75020;Paris 20;redcygne@free.fr;01 43 58 55 93;01 46 36 70 67;http://www.leregarducygne.com;48.8751826,2.3951875
78;La Nacelle - Théâtre du Mantois;Rue de Montgardé;BP 60064;;78413;Aubergenville cedex;lanacelle.tdm@wanadoo.fr;01 30 95 37 76;01 30 95 51 01;http://www.lanacelle.org;48.958369,1.849837
91;Domaine départemental de Chamarande;38 rue du Commandant Arnoux;;;91730;Chamarande;;01 60 82 52 01;;http://www.chamarande.essonne.fr;48.5139083,2.2177973
92;Conservatoire Niedermeyer Auditorium de la Ville;11/13, rue Danton, mail Raymond Menand;;;92130;Issy-les-Moulineaux;crd-issy@agglo-gpso.fr;01 41 09 99 30;01 41 09 99 34;;48.825462,2.270619
93;Compagnie Public Chéri - Théâtre de L'Échangeur;59 avenue du Général de Gaulle;;;93170;Bagnolet;info@lechangeur.org;01 43 62 06 92;01 43 62 82 48;http://www.lechangeur.org/;48.86232529999999,2.4161549
93;Médiathèque Saint-John Perse à Aubervilliers;2 rue Edouard Poisson;;;93300;Aubervilliers;marion.degueurse-Giuliani@plainecommune.fr;01 48 34 11 72;;http://www.mediatheques-plainecommune.fr/;48.9107529,2.3837787
93;Domaine Formigé;1 boulevard Hardy;;;93370;Monfermeil;;01 41 70 10 60;;;48.903264,2.562463
94;Théâtre de Saint-Maur-des-Fossés;Rond-Point Liberté;20, rue de la Liberté;;94100;Saint-Maur-des-Fossés;vhubert@theatresaintmaur.com;01 48 89 22 11;01 42 83 75 22;;48.8492809,2.4403845
94;Le Bahut, friche artistique;18 avenue du Président Salvador Allende;;;94110;Arcueil;theatredelanuit@yahoo.fr;01 47 35 18 00;;http://jeanmichel.audibert.free.fr;48.8102659,2.3285824
94;Gare au Théâtre;13, rue Pierre-Sémard;;;94400;Vitry-sur-Seine;contact@gareautheatre.com;01 55 53 22 22;01 55 53 22 20;http://www.gareautheatre.com/;48.8001906,2.4031164
95;Bibliothèque de L'horloge à Cergy;place des ouvrages;;;95000;Cergy;;01 34 33 46 90;;http://www.bibaglo.org;49.050755,2.034127
95;Auditorium du Lycée Camille Claudel;Rue Federico Garcia Lorca;;;95490;Vauréal;;01 34 21 18 93;01 34 21 79 69;;49.033274,2.024236
95;Espace Rive Gauche;rue des Petits Prés;;;95630;Mériel;;01 34 48 12 16;01 30 36 32 96;http://www.ville-de-meriel.fr/content/heading2741826/content2832810.html;49.078285,2.203295
75;Salle Jean Dame A Paris;17, rue Léopold Bellan;;;75002;Paris 02;;;;;48.8665516,2.345287
75;Bibliothèque Historique de la Ville de Paris;24 rue Pavée;;;75004;Paris 04;bhvp@paris.fr;01 44 59 29 40;;;48.8571187,2.3617496
75;Centre Mandapa;6, rue Wurtz;;;75013;Paris 13;centremandapa@yahoo.fr;01 45 89 01 60;;hhttp://www.centre-mandapa.fr/;48.8276012,2.345287
75;Bibliothèque Claude Lévi-Strauss à Paris;41 avenue de Flandre;;;75019;Paris 19;bibliotheque.claude.levi-strauss@paris.fr;01 40 35 96 46;;;48.8869416,2.3718418
78;Le Sax;2, rue des Champs;;;78260;Achères;resa.lesax@wanadoo.fr;01 39 11 86 21;01 39 11 64 10;http://www.lesax-acheres78.fr/;48.958834,2.0659807
91;Médiathèque des Aunettes à Evry;Impasse de la Juine;;;91000;Evry;;01 69 91 03 76;;;48.6176642,2.4400998
91;MJC Le Studio à Limours;1, rue Michel Berger;;;91470;Limours;;01 64 91 17 80;;http://www.mjclimours.org;48.64360610000001,2.0860262
94;Espace Daniel Sorano;16 rue Charles-Pathé;;;94300;Vincennes;;01 43 74 73 74;01 43 74 75 75;http://www.espacesorano.com;48.84964979999999,2.4356815
94;Centre culturel Wladimir d'Ormesson;14-22 avenue Wladimir d'Ormesson;;;94490;Ormesson-sur-Marne;secretariat.cc@ville-ormesson-sur-marne.fr;01 45 76 07 08;01 45 76 88 33;http://www.ville-ormesson-sur-marne.fr;48.7874484,2.5443153
78;La Barbacane;Place du 8 mai 1945;;;78650;Beynes;;01 34 91 06 58;01 34 89 99 22;http://www.labarbacane.fr;48.855911,1.8753182
91;Théâtre de Bligny;Centre Médical de Bligny;;;91640;Briis-sous-Forges;bligny@delacite.com;01 60 81 90 18;;http://www.theatre-de-bligny.fr;48.6225487,2.1484472
92;MJC Théâtre de Colombes;96-98 rue Saint-Denis;;;92700;Colombes;;;;http://www.mjctheatre.com/;48.92435589999999,2.2505549
93;Salle Pablo Neruda à Bobigny;31, Avenue du Salvador Allende;;;93000;Bobigny;;;;http://www.culture.bobigny.fr/salle-pablo-neruda/#container;48.9066371,2.445227
93;Médiathèque Edouard Glissant au Blanc Mesnil;1-5 place de la Libération;;;93150;Le Blanc-Mesnil;mediatheque.edouardglissant@ville-blanc-mesnil.fr;01 48 14 22 09;;http://mediatheque.ville-blanc-mesnil.fr/;48.943341,2.466
75;Bouffon Théâtre;26, rue de Meaux;;;75019;Paris 19;contact@bouffontheatre.com;01 42 38 35 53;01 42 38 35 53;http://www.bouffontheatre.com;48.879845,2.3723014
77;Conservatoire de Musique et d’Art Dramatique ìGaston Litaizeî;4 rue Pierre Corneille;;;77130;Montereau-Fault-Yonne;conservatoiremusique@orange.fr;01 60 74 74 30;01 60 74 78 07;http://conservatoiremusique.pagesperso-orange.fr/;48.3796165,2.9530035999999997
75;Théâtre de la Michodière;4 bis, rue de la Michodière;;;75002;Paris 02;;01 47 42 96 77;;;48.869415,2.334484
75;Bibliothèque Buffon à Paris;15 Bis rue Buffon;;;75005;Paris 05;bibliotheque.buffon@paris.fr;01 55 43 25 25;;;48.8425588,2.3619168
94;Bibliothèque municipale George Sand à L'Ha?-les-Roses;21 rue Henri Thirard;;;94240;L'Ha?-les-Roses;bibliotheque@ville-lhay94.fr;01 46 64 52 55;01 45 47 62 37;http://bibliotheque.lhaylesroses.fr;48.778252,2.34428
78;Espace Maurice Béjart de Verneuil-sur-Seine;3, boulevard André Malraux;;;78480;Verneuil-sur-Seine;culture@ville-verneuil-sur-seine.fr;01 39 71 59 33;;http://www.ville-verneuil-sur-seine.fr;48.9788104,1.975654
91;Théâtre La Mare au Diable;4 rue Pasteur;;;91120;Palaiseau;infos@lamareaudiable.com;01 69 31 59 95;01 69 31 59 99;http://www.lamareaudiable.com;48.7153862,2.2464771
91;Centre culturel le Marque-Page à La Norville;7 rue Victor Hugo;;;91290;La Norville;serv.culturel@lanorville91.fr;01 64 90 93 72;01 60 83 97 45;http://www.lanorville91.fr/marque-page;48.5829326,2.2608183
92;Espace 67;Centre culturel;67 rue Paul-Déroulède;;92270;Bois-Colombes;;01 41 19 44 65;;;48.9137195,2.266198
92;Espace Carpeaux;15 boulevard Aristide Briand;;;92400;Courbevoie;accueil.carpeaux@cculturel-courbevoie.fr;01 47 68 51 50;;http://www.sortiracourbevoie.com/;48.90048729999999,2.2602508
92;Palais de la Culture à Puteaux;19/21 rue Chantecoq;;;92800;Puteaux;;01 46 92 95 41;;http://www.culture.puteaux.fr/;48.88355600000001,2.2371449
94;Théâtre Roublot;95 rue Roublot;(1er étage du marché couvert);;94120;Fontenay-sous-Bois;theatreroublot@wanadoo.fr;01 48 76 59 39;01 48 76 46 85;;48.851134,2.458758
75;Le Baiser salé;58, rue des Lombards;;;75001;Paris 01;ivana@lebaisersale.com;01 42 33 37 71;;http://www.lebaisersale.om;48.8597733,2.3479172999999998
75;Conteners;30-32 rue de Lappe;;;75011;Paris 11;contact@conteners.org;;;http://www.conteners.org;48.8530359,2.3740213
75;Bateau El Alamein;Quai François Mauriac;;;75013;Paris 13;bateauelalamein@yahoo.fr;;01 45 86 45 63;http://elalamein.free.fr;48.83413789999999,2.377319
75;Théâtre national de Chaillot;1, place du Trocadéro;;;75016;Paris 16;;01 53 65 31 00;01 47 27 10 31;http://www.theatre-chaillot.fr;48.8629064,2.2882512
75;Espace B;16, rue Barbanègre;;;75019;Paris 19;programmation@espaceb.net;01 40 37 30 29;;http://www.espaceb.net;48.8932337,2.3844222999999998
75;Théâtre de l'Est Parisien;159, avenue Gambetta;;;75020;Paris 20;infos@theatre-estparisien.net;01 40 31 20 96;01 43 64 07 50;http://www.theatre-estparisien.net/;48.8703681,2.4031773
77;Médiathèque du Segrais à Lognes;1 boulevard Camille Saint-Saëns;;;77185;Lognes;;01 60 37 78 78;;http://www.valmaubuee.fr/med_segrais.asp;48.8387574,2.6491143
77;La Citrouille;Maison des Loisirs et de la Culture Houillon;35 rue Janisset Soeber;;77240;Cesson;secretariat@mlc-houillon.com;01 60 63 32 93;01 64 10 73 76;http://www.mlchouillon.com/;48.5643147,2.609006
78;Théâtre municipal de La Celle-Saint-Cloud;Hôtel de Ville;Avenue Charles de Gaulle;;78170;La Celle-Saint-Cloud;affairesculturelles@villes-lacellesaintcloud.fr;01 30 78 10 84;01 30 82 06 86;http://www.ville-lacellesaintcloud.fr;48.8481283,2.1365862
75;Institut Hongrois;92 rue Bonaparte;;;75006;Paris 06;info@instituthongrois.fr;01 43 26 06 44;01 43 26 89 92;http://www.instituthongrois.fr;48.8491787,2.3326096
75;L'Auguste Théâtre (ex Espace La Comedia);6 impasse Lamier;;;75011;Paris 11;espacelacomedia@gmail.com;01 43 67 20 47;01 43 67 20 47;http://www.la-comedia.com;48.8582517,2.3887446
75;Centre d'animation Daviel;24, rue Daviel;;;75013;Paris 13;;01 45 89 05 99;01 45 89 44 14;;48.8281802,2.3447099
75;les trois baudets;64, boulevard de clichy;;;75018;Paris 18;info@lestroisbaudets.com;01 42 62 33 33;;http://www.lestroisbaudets.com;48.8834498,2.3344631
78;Espace Albert Camus;4 rue de la Beauce;;;78310;Maurepas;camus@maurepas.net;01 30 66 54 40;01 30 66 54 02;;48.7663277,1.9437183999999998
91;Médiathèque Jean Cocteau à Massy;place de France;;;91300;Massy;;01 69 20 24 26;;http://mediatheque.ville-massy.fr/;48.7329094,2.2890166
91;Centre culturel Boris Vian;Rue du Morvan;BP 43;;91940;Les Ulis;;01 69 29 34 90;;http://www.lesulis.fr/?id=147;48.6818116,2.1694592
92;Médiathèque musicale à Nanterre;8 rue des Anciennes-Mairies;;;92000;Nanterre;;01 47 29 51 57;01 41 37 06 47;http://www.nanterre.fr/Envies/Le+r%C3%A9seau+des+m%C3%A9diath%C3%A8ques/R%C3%A9seau+6+m%C3%A9diath%C3%A8ques/M%C3%A9diath%C3%A8que+musicale.htm;48.8913853,2.1980475999999998
93;Centre culturel Jean Houdremont;11, avenue du Général Leclerc;;;93120;La Courneuve;;01 49 92 61 61;;;48.9268718,2.3793756
93;La Galerie, centre d'art contemporain;1, rue Jean Jaurès;;;93130;Noisy-le-Sec;lagalerie@noisylesec.fr;01 49 42 67 17;01 48 46 10 70;http://www.noisylesec.net;48.8901951,2.4529234
93;Centre national de la danse;1, rue Victor Hugo;;;93507;Pantin cedex;;01 41 83 27 27;;http://www.cnd.fr;48.89533,2.4021101
94;Espace Langevin;31-33 rue Albert 1er;;;94600;Choisy-le-Roi;;01 48 52 63 49;;;48.75438519999999,2.4134714
95;Médiathèque Robert-Desnos à Argenteuil;Esplanade de l'Europe - rue de la Bérionne;;;95100;Argenteuil;mediatheques@ville-argenteuil.fr;01 34 11 45 67;;;48.952064,2.221876
75;Micadanses;16, rue Geoffroy l'Asnier;;;75004;Paris 04;infos@micadanses.Fr;01 42 74 46 00;01 42 74 64 00;http://www.micadanses.fr;48.8545318,2.3562167
75;La Culée Rive-Gauche du Pont Alexandre III;Pont Alexandre III - Rive Gauche;Esplanade des Invalides;;75007;Paris 07;;;;;48.8612598,2.3132654
75;Bibliothèque Lancry à Paris;11 rue de Lancry;;;75010;Paris 10;bibliotheque.lancry@paris.fr;01 42 03 25 98;;;48.869387,2.360108
75;Bibliothèque Gutenberg à Paris;8 rue de la Montagne d'Aulas;;;75014;Paris 14;bibliotheque.gutenberg@paris.fr;01 45 54 69 76;;http://equipement.paris.fr/Bibliothèque_Gutenberg;48.8402475,2.2787776
78;MJC du Vésinet;54 boulevard Carnot;;;78110;Le Vésinet;mjcvesinet@aol.com;01 30 71 35 67;01 30 71 92 84;http://www.mjcvesinet.org;48.8936323,2.137661
78;MJC Etc. à La Celle-Saint-Cloud;70 bis, avenue des Etangs;;;78170;La Celle-Saint-Cloud;;01 39 18 45 15;01 30 82 01 03;http://www.mjclcsc.fr/;48.8427791,2.1279904
78;La Ferme du Mousseau;23, route du Mesnil;;;78990;Élancourt;service.culture@ville-elancourt.fr;01 30 66 45 20;01 30 62 06 05;;48.7794282,1.9576855
91;Médiathèque de l'Agora à Evry;109 place de l'Agora;;;91000;Evry;;;;;48.628065,2.4291828
91;Le Grand Dôme;Rue du Grand Dôme;;;91140;Villebon-sur-Yvette;grand.dome@villebon-sur-yvette.fr;01 69 31 55 99;01 69 31 55 96;;48.6907455,2.2268356
91;Salle André Malraux de Fleury-Mérogis;Rue André Malraux;;;91700;Fleury-Mérogis;culturel@mairie-fleury-merogis.fr;01 69 46 72 09;;;48.636618,2.3631029
92;Conservatoire départemental de Musique, Danse et Art Dramatique Henri Dutilleux;Place Hunebelle;;;92140;Clamart;conservatoire.clamart@suddeseine.fr;01 55 95 92 72;01 46 38 17 93;;48.80037919999999,2.2610974
92;Théâtre des Hauts-de-Seine;5 rue Henri-Martin;;;92800;Puteaux;billetterie@mairie-puteaux.fr;01 46 25 07 15;;http://www.culture.puteaux.fr/;48.8805601,2.2410361
93;La Guillotine;24 rue Robespierre;;;93100;Montreuil;laguillotineph2@yahoo.fr;01 48 70 12 29;01 48 70 12 29;;48.85500829999999,2.423013
93;Centre culturel Joseph Kessel de Villepinte;(Direction des Affaires Culturelles);251, boulevard Ballanger;;93420;Villepinte;culturel@ville-villepinte.fr;;;http://www.centreculturel-villepinte.fr/;48.9600066,2.5514849
94;Bibilothèque de la Croix des Mèches;place de la Croix des Mèches;;;94000;Créteil;bibliotheque.creteil@agglo-plainecentrale94.fr;01 42 07 53 18;;http://www.mediatheques-plainecentrale94.fr/;48.7855722,2.4513591
94;Nouvel espace culturel Le Charentonneau - NECC;107 avenue Gambetta;BP 147;;94702;Maisons-Alfort;necc@theatredemaisons-alfort.org;01 41 79 17 20;01 43 96 12 14;http://www.theatredemaisons-alfort.org;48.8099549,2.444778
95;Bibliothèque Aimé Césaire à Montmorency;8 rue du marché;;;95160;Montmorency;bm@ville-montmorency.fr;01 39 64 05 34;;http://www.cavam-biblio.fr/;48.9879691,2.3189507
78;Bibliothèque municipale d'Achéres;Place de la Jamais Contente;;;78260;Achéres;;01 39 11 22 95;01 39 11 08 19;http://www.bibliotheque-acheres78.fr/;48.96037,2.069526
91;Salle des fêtes de Palaiseau;Avenue de la République;;;91120;Palaiseau;;;;http://www.3emeacte.com/villepalaiseau/;48.7131742,2.242614
93;Le Samovar;165 avenue Pasteur;;;93170;Bagnolet;contact@lesamovar.net;01 43 60 98 03;01 43 60 91 04;http://www.lesamovar.net;48.8761804,2.4208479
93;Les Anciennes Cuisines;Hôpital psychiatrique de Ville-Évrard;202, avenue Jean Jaurès;;93330;Ville-Évrard;contact@verticaldetour.org;01 43 09 35 58;;http://verticaldetour.new.fr;48.862428,2.5457039999999997
94;Théâtre des Quartiers d'Ivry;studio Casanova;69 avenue Danielle Casanova;;94200;Ivry-sur-Seine;tqi@theatre-quartiers-ivry.com;01 43 90 49 49;01 46 71 27 75;http://www.theatre-quartiers-ivry.com;48.814685,2.383903
95;Médiathèque Stendhal à Saint-Ouen-L'aumone;3 place Pierre Mendès-France;;;95310;Saint-Ouen-l'Aumône;;01 30 37 99 74;;http://www.bibaglo.org;49.0446109,2.1051406
95;Théâtre Silvia Monfort à Saint-Brice-sous-Forêt;Centre culturel;12, rue Pasteur;;95350;Saint-Brice-sous-Forêt;theatre@ccopf.fr;01 39 33 01 81;01 39 33 01 98;http://www.saintbrice95.fr;48.99914589999999,2.3590509
95;La Grange à Dîmes;Place de la Mairie;;;95440;Ecouen;;;;;49.012377,2.342651
75;Centre culturel suédois;Hôtel de Marle;11, rue Payenne;;75003;Paris 03;info@ccs.si.se;01 44 78 80 20;01 44 78 80 27;http://www.si.se;48.8581638,2.362247
75;Théâtre des Blancs-Manteaux;15, rue des Blancs-Manteaux;;;75004;Paris 04;infos@blancsmanteaux.fr;;01 42 72 89 16;http://www.blancsmanteaux.fr;48.8587514,2.357437
75;Théâtre Artistic-Athévains;45 bis, rue Richard Lenoir;;;75011;Paris 11;aatheatre@gmail.com;01 43 56 38 46;01 43 56 08 97;http://www.artistic-athevains.com;48.856582,2.380991
75;Théâtre Dunois;7, rue Louise Weiss;;;75013;Paris 13;contact@theatredunois.org;01 45 84 72 00;01 45 86 39 24;http://www.theatredunois.org/;48.8331304,2.370547
78;Médiathèque Jacques Brel à Magny-les-Hameaux;25 rue Joseph Lemarchand;;;78114;Magny-les-Hameaux;mediatheque-jacques.brel@agglo-sqy.fr;;;http://www.mediatheques.agglo-sqy.fr/les-mediatheques/les-mediatheques/jacques-brel/;48.7225435,2.0941305
75;Institut kurde de Paris;106 rue Lafayette;;;75010;Paris 10;info@fikp.org;01 48 24 64 64;01 48 24 64 66;http://www.institutkurde.org;48.8776574,2.3510591
78;Salle Camille Saint-Saëns;Mairie de Louveciennes;30 rue du Général Leclerc;;78430;Louveciennes;culturecom@mairie-louveciennes.fr;01 30 82 13 31;;http://www.mairie-louveciennes.fr;48.86158469999999,2.1133137
92;MJC de Neuilly-sur-Seine;Place Parmentier;;;92200;Neuilly-sur-Seine;mjc.neuilly-sur-seine@wanadoo.fr;01 46 24 03 83;01 46 37 06 94;;48.8804582,2.2791521
93;Le centre culturel et éducatif du Bourget;1, rue des Jardins;;;93350;Le Bourget;cecbsdj@free.fr;01 48 35 38 21;01 48 36 58 73;http://www.cecb-lebourget.com;48.9342552,2.4184205
78;Salle Jacques Brel;4 rue de la Mare aux Carats;;;78180;Montigny-le-Bretonneux;;01 30 44 10 11 (cinema);;http://www.montigny78.fr;48.77037110000001,2.0298887
78;Médiathéque Jean Rousselot à Guyancourt;12 place Pierre Bérégovoy;;;78280;Guyancourt;mediatheque-jean.rousselot@agglo-sqy.fr;01 39 30 08 50;01 39 30 08 51;http://www.mediatheques.agglo-sqy.fr/les-mediatheques/les-mediatheques/jean-rousselot/;48.7676189,2.0779846
75;Le Scop'Club;5 avenue de l'Opéra;;;75001;Paris 01;infos@lescopclub.com;01 42 60 64 45;;http://www.lescopclub.com/;48.864531,2.334892
75;Elysées Biarritz;22-24 rue Quentin Bauchart;;;75008;Paris 08;contact@elyseesbiarritz.com;01 53 57 40 82;;http://www.elyseesbiarritz.com/;48.8713811,2.3025375
77;Le Jardin comédien;50, rue de Paris;;;77127;Lieusaint;d.motte@ville-lieusaint.fr;01 64 88 89 60;;http://www.ville-lieusaint.fr/;48.6316289,2.5522039
78;Le Prisme;Quartier des 7 Mares;;;78990;Élancourt;;;;;48.78290699999999,1.960077
92;Théâtre La Piscine;254 avenue de la Division-Leclerc;;;92290;Châtenay-Malabry;contact@tfg-lp.com;01 41 87 20 87;01 41 87 20 86;http://www.theatrefirmingemier-lapiscine.fr;48.7642979,2.2692255
92;Palais de la médiathéque à Puteaux;122 rue de la République;;;92800;Puteaux;palaisdelamediatheque@mairie-puteaux.fr;01 40 90 21 50;;http://bibliotheques.puteaux.fr;48.8844107,2.2373734
93;Académie Fratellini;rue des cheminots;;;93210;Saint-Denis La Plaine;françois.berlivet@academie-fratellini.com;01 49 46 00 00;;http://www.academie-fratellini.com;48.916764,2.3525464
93;Espace Renaudie;30 rue Lopez et Jules Martin;;;93300;Aubervilliers;culture@mairie-aubervilliers.fr;01 48 34 42 50;01 48 34 81 59;http://www.aubervilliers.fr/article292.html;48.9148068,2.3996037
94;Sud-Est Théâtre;21, avenue Carnot;;;94190;Villeneuve-Saint-Georges;set@mairie-villeneuve-saint-georges.fr;01 43 89 21 18;;http://www.villeneuve-saint-georges.fr;48.7330467,2.4492565
94;Centre culturel de Vitry;36 rue des Audigeois;;;94400;Vitry-sur-Seine;centre.culturel@mairie-vitry94.fr;01 79 61 60 80;01 79 61 60 81;http://www.ccv-vitry.fr/;48.7918035,2.3888188
95;Théâtre 95 - Centre des écritures contemporaines;Allée du Théâtre;;;95000;Cergy-Pontoise;contact@theatre95.fr;01 34 20 11 00;01 30 38 73 32;http://www.theatre95.fr;49.03447569999999,2.0797914
95;Salle Maurice Sochon;Rue Yves Farges;;;95100;Argenteuil;culture@ville-argenteuil.fr;;;;48.9578225,2.2833122
95;Salle des fêtes de Magny en Vexin;Boulevard Dailly;;;95420;Magny-en-Vexin;;01 34 67 03 59;;;49.154058,1.7885751
92;La Fabrica’son;Maison de la Vie Associative;28 rue Victor Hugo;;92240;Malakoff;programmation@fabrica-son.com;01 55 48 06 36;;http://www.fabrica-son.com/;48.8221874,2.3057083
75;La Pépinière Opéra;7, rue Louis-le-Grand;;;75002;Paris 02;contact@theatrelapepiniere.com;01 42 61 42 53;01 42 60 36 34;http://theatrelapepiniere.com/;48.8686693,2.3324107
75;Centre d'animation Jean Verdier;11, rue de Lancry;;;75010;Paris 10;information-jv@crl10.net;01 42 03 00 47;01 42 03 23 25;http://www.jeanverdier.com;48.869387,2.360108
75;Théâtre de La Tempête;La Cartoucherie;Route du Champs de Manœuvre;;75012;Paris 12;philippe.adrien@la-tempete.fr;01 43 74 94 07;01 43 74 14 51;http://www.la-tempete.fr;48.836193,2.448705
